Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,83.34634146,83.49756098,82.19512195,82.79512195,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,72.304,72.186,72.189,71.921,71.739,71.549,71.488,71.207,70.99,70.968,70.944,70.758,70.888,70.806,70.86,71.044,71.199,71.418,71.612,72.124,72.622,73.094,73.433,73.412,72.982,72.394,72.02,71.911,71.793,71.767,71.869,70.5,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,78.83707317,79.03682927,79.0802439,79.30365854,79.69682927,79.53609756,80.2197561,80.42414634,80.50146341,80.46097561,81.07609756,81.41634146,81.69073171,81.76,82.0302439,81.95512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,84.35634146,84.56,84.44560976,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,69.854,70.093,70.316,70.518,70.699,70.87,71.064,71.272,71.474,71.694,71.918,72.147,72.359,72.573,72.772,72.932,73.145,73.373,73.591,73.801,74,74.189,74.366,74.562,74.789,75.011,75.215,75.502,75.774,76.044,75.184,74.256,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,68.33658537,67.6,67.4,65.4,64.9,63.5,63.6,64,64.5,65.63,65.45,65.76,65.95,65.74,66.06,65.86,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18,71.37,70.23,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,58.614,58.005,57.259,56.617,56.273,55.617,55.161,54.816,54.526,54.495,54.411,54.508,54.99,55.601,56.361,57.344,58.222,58.865,59.614,60.365,60.649,61.046,61.115,61.389,61.816,61.892,62.163,62.481,62.676,62.943,62.675,61.427,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,60.917,61.422,61.893,62.321,62.697,63.014,63.291,63.575,63.854,64.136,64.409,64.655,64.84,64.954,64.989,64.967,64.906,64.844,64.834,64.892,65.016,65.19,65.378,65.588,65.815,66.059,66.332,66.597,66.855,67.15,67.266,67.417,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. People's Rep.",PRK,70.21,70.313,70.824,71.871,70.718,60.894,60.956,60.974,60.906,60.798,60.763,60.745,60.792,69.546,69.437,69.285,69.085,68.911,68.958,69.732,70.419,70.978,71.626,72.319,72.942,72.784,72.805,72.978,73.031,73.198,73.274,73.284,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,71.59756098,72.04634146,72.49756098,72.99756098,73.39756098,73.7,74.15121951,74.60243902,75.00487805,75.4097561,75.9097561,76.41219512,76.76585366,77.21463415,77.66585366,78.16829268,78.66829268,79.1195122,79.51707317,79.96829268,80.11707317,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,83.22682927,83.42682927,83.52682927,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,XKX,70.917,71.246,71.487,71.817,72.125,72.441,72.76,73.066,71.306,69.418,74.072,74.394,74.676,74.968,75.304,75.616,75.636,76.516,77.392,77.665,77.63,77.74,78.28,78.587,78.88,78.922,78.981,78.783,78.696,79.022,76.567,76.806,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,73.281,74.216,75.691,75.794,75.763,75.537,75.618,75.879,76.157,76.416,76.722,76.891,76.982,76.985,76.792,76.903,76.887,77.017,77.145,77.442,77.982,78.464,78.812,79.164,79.445,79.562,79.701,79.781,79.722,79.685,76.92,78.673,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,68.29756098,68.55121951,68.10243902,67.19268293,66.03902439,65.7902439,66.54390244,66.89268293,67.05121951,68.65609756,68.55853659,68.70731707,68.15609756,68.25609756,68.15365854,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2,71.4,71.6,71.8,71.9,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,53.713,54.46,54.952,55.435,55.749,56.385,56.891,57.292,57.665,57.873,58.378,59.07,59.534,60.031,60.293,60.98,61.493,62.084,62.603,63.273,63.973,64.736,65.355,65.718,66.361,66.67,67.167,67.434,67.634,68.138,68.497,68.061,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.62926829,74.78292683,75.38780488,75.18536585,73.28292683,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,64.475,71.176,71.192,71.382,71.681,72.043,72.293,72.778,72.944,73.49,73.931,74.365,75.064,75.593,75.976,76.273,76.08,77.08,77.584,77.889,78.156,78.404,78.628,78.765,78.973,79.229,79.505,79.654,79.729,79.236,77.804,75.047,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,59.398,59.193,58.555,57.991,58.018,56.723,55.232,53.594,51.783,50.081,48.427,46.849,45.595,44.53,43.711,43.233,42.914,43.123,43.566,44.034,45.596,46.692,47.835,49.002,50.033,51.101,52.264,53.064,53.733,54.173,54.693,53.062,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,36.688,42.795,42.738,42.166,41.796,43.917,44.419,47.847,48.901,49.953,51.356,52.752,53.788,53.042,56.013,56.912,57.62,58.285,58.772,59.194,59.433,59.62,59.913,59.943,59.121,59.148,60.416,60.553,60.853,61.104,60.948,60.747,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,69.423,69.82,70.232,70.42,70.706,71.09,71.284,71.129,71.079,71.058,70.68,70.861,71.004,71.132,71.49,71.592,71.724,71.863,72.269,72.356,72.374,70.071,72.247,72.34,71.511,71.698,71.756,72.482,72.794,72.463,72.472,71.911,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,NA,NA,NA,NA,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,83.74634146,83.04146341,84.16097561,81.65853659,84.40243902,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,75.4804878,75.6804878,76.28292683,74.97804878,74.33902439,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,75.43831707,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.09512195,82.29512195,82.63902439,82.14390244,82.74878049,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,77.424,77.904,78.28,78.63,78.993,79.349,79.971,80.162,80.352,80.652,80.959,81.179,81.293,81.501,81.691,82.033,82.257,82.543,82.893,83.276,83.109,83.229,83.326,83.727,83.883,83.984,84.231,84.563,84.928,84.978,85.184,85.399,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,51.701,52.357,53.039,53.906,54.436,54.961,55.522,56.223,56.917,57.372,57.938,58.57,58.892,59.491,60.149,60.57,61.315,61.757,62.142,62.734,62.873,63.494,63.544,63.962,64.255,64.339,64.997,65.094,65.27,65.882,65.182,64.485,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,43.323,43.312,43.413,43.388,43.561,43.641,43.441,43.131,42.848,43.568,44.518,45.895,47.221,48.79,50.453,52.044,53.238,53.946,54.604,55.448,56.381,57.455,58.679,59.729,60.899,61.378,62.209,62.977,63.276,64.119,63.717,62.904,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,71.307,71.442,71.526,71.826,72.163,72.384,72.327,72.284,72.168,72.283,72.775,73.344,73.563,73.796,73.898,74.096,74.164,74.211,74.25,74.227,74.442,74.746,74.944,75.035,75.146,75.094,75.289,75.476,75.644,75.76,75.938,74.884,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,63.578,64.304,65.007,65.739,66.511,67.476,68.702,69.225,69.572,70.088,70.876,72.181,73.291,74.06,73.538,74.751,75.13,75.686,76.543,77.069,77.657,78.124,78.682,79.057,79.424,79.695,79.872,79.943,80.013,80.116,79.875,79.918,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,46.62,47.216,47.496,47.733,47.742,47.816,47.792,48.531,49.164,49.797,50.539,51.284,52.222,52.893,53.538,54.003,54.615,54.941,55.291,55.874,56.382,56.755,57.079,57.357,57.9,58.363,58.731,59.132,59.393,59.664,58.633,58.941,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,75.87997561,75.35546341,75.27712195,76.59934146,76.49985366,77.2902439,77.34146341,77.73902439,77.58780488,77.5,78.34878049,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.34634146,82.44878049,82.85853659,82.34878049,82.86097561,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,62.176,62.282,62.383,62.476,62.558,62.774,63.034,63.225,63.364,63.48,63.275,63.642,63.719,63.745,63.695,63.585,63.489,63.36,63.236,63.23,63.226,63.256,63.373,63.464,63.623,63.827,64.057,64.27,64.5,64.746,64.977,65.269,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,59.77,59.936,60.261,60.379,60.336,60.259,60.063,60.452,60.609,60.819,61.028,61.185,61.268,61.347,61.593,61.656,61.891,62.228,62.399,62.8,63.105,63.346,63.578,63.911,64.155,64.485,64.768,65.083,65.31,65.687,64.532,64.364,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,69.40487805,69.95609756,70.05853659,70.10731707,70.15853659,70.32585366,70.32292683,70.40487805,70.60731707,70.96097561,71.66341463,71.76585366,71.96585366,72.11707317,72.26585366,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415,74.41634146,74.23585366,74.17707317,73.6802439,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,69.971,70.298,70.616,70.942,71.279,71.646,72.037,72.445,72.845,73.225,73.569,73.867,74.106,74.274,74.372,74.376,74.331,74.238,74.152,74.119,74.19,74.365,74.574,74.739,74.797,74.682,74.412,74.138,74.015,74.202,70.133,70.213,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,67.425,67.619,67.832,68.059,68.095,68.553,68.776,69.229,69.465,69.706,69.769,70.479,69.46,70.76,70.838,70.884,71.093,71.06,71.137,71.112,71.233,71.318,71.398,71.499,71.529,71.408,71.595,71.467,71.318,71.077,70.674,70.71,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,68.067,66.977,66.96,66.543,65.07,65.099,64.241,65.172,65.505,65.561,66.417,66.787,66.938,67.419,67.861,68.169,68.479,68.947,69.394,69.573,69.357,69.192,69.143,69.099,69.031,69.24,69.917,70.516,70.492,70.935,70.166,68.846,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,58.765,59.237,59.641,60.038,60.405,60.612,60.305,60.815,61.765,62.529,62.882,63.279,63.518,64.208,64.796,64.879,65.513,65.97,66.382,66.766,67.182,67.439,68.111,68.585,69.047,69.498,69.865,70.237,71.199,71.822,72.141,70.975,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,75.56687805,75.68260976,74.36536585,74.63329268,73.24553659,74.109,73.46302439,73.47907317,73.31421951,72.6407561,73.8184878,74.06941463,73.9064878,73.93173171,74.56395122,73.98292683,73.83902439,74.33902439,75.13658537,75.14390244,75.9902439,75.98292683,76.2,76.4902439,76.44146341,76.44878049,76.44146341,76.48536585,76.84146341,76.68292683,75.93170732,73.82439024,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,62.448,62.946,63.401,63.872,64.346,64.736,65.238,65.629,66.018,66.406,66.787,67.18,67.547,67.915,68.231,68.704,69.128,69.604,70.048,70.458,70.829,71.269,71.679,72.122,72.538,72.92,73.284,73.66,73.986,74.27,73.92,74.042,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,44.469,44.66,44.949,45.354,45.606,46.04,46.636,47.408,48.024,48.812,49.491,50.065,50.59,50.87,51.249,51.561,51.961,52.566,53.164,53.788,54.198,54.869,55.639,56.492,57.274,58.151,59.038,59.771,60.526,61.166,61.172,59.325,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,56.661,57.014,57.251,57.631,57.956,58.259,58.941,59.243,59.794,59.881,60.155,60.416,60.725,60.98,61.25,61.599,61.893,62.371,56.506,63.155,63.329,63.901,64.141,64.815,65.056,65.561,65.685,65.843,66.465,66.61,66.797,65.672,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,62.496,62.098,61.545,60.86,59.846,58.634,56.918,55.558,54.101,53.036,51.99,51.26,51.254,51.083,51.246,51.787,52.655,53.68,54.653,55.496,56.015,56.553,57.64,58.694,59.822,60.7,61.682,62.293,62.586,63.075,62.829,59.269,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nauru,NRU,61.356,61.303,61.223,61.338,61.463,61.321,60.504,59.644,59.224,58.803,58.732,58.278,58.181,58.095,58.072,58.161,58.379,58.53,58.833,59.123,59.64,60.24,60.715,61.231,61.807,62.269,62.702,62.988,63.234,63.484,63.437,63.617,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,54.833,55.712,56.71,57.619,58.553,59.318,59.981,60.771,61.549,62.113,62.614,63.336,63.264,64.197,64.818,65.457,65.868,66.329,66.421,66.761,66.814,67.313,67.47,67.965,68.085,67.456,68.776,68.91,68.979,69.558,69.246,68.45,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,76.87804878,77,77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,82.11219512,81.35853659,81.46097561,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,70.48536585,70.35853659,71.61463415,71.65609756,70.67317073,72.0097561,71.99756098,71.73902439,74.37560976,73.87560976,75.16341463,74.83170732,75.10243902,75.27073171,75.47073171,75.72195122,76.07560976,76.47804878,76.6804878,76.9804878,77.2804878,76.63170732,77.07804878,77.17804878,77.23658537,77.2804878,76.93170732,77.53902439,80.00309756,80.41970732,80.83495122,79.12734146,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,75.37804878,76.03170732,76.12439024,76.43414634,76.88292683,76.73414634,76.78780488,77.33414634,78.08536585,77.8902439,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,81.70731707,82.05609756,82.25609756,82.20731707,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,63.096,63.931,64.266,64.685,65.181,65.608,66.052,66.515,65.209,67.12,67.234,67.215,67.18,67.217,67.423,67.936,68.725,69.559,70.586,71.433,72.009,72.416,72.615,72.704,72.812,72.983,73.256,73.554,73.85,74.054,71.795,73.837,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,41.852,42.218,42.947,43.817,44.714,45.774,46.676,47.505,48.191,48.738,49.322,49.841,50.562,51.434,52.589,53.59,54.596,55.553,56.508,57.396,58.367,58.994,59.65,60.239,60.786,61.083,61.629,62.16,62.454,62.897,61.451,61.576,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,46.037,45.691,45.668,45.788,45.513,45.487,45.567,45.792,46.036,46.614,47.193,47.619,47.928,48.441,48.767,49.297,49.73,50.033,50.225,50.712,50.945,51.357,51.497,51.707,51.791,51.841,52.043,52.305,52.554,52.91,52.887,52.676,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North Macedonia,MKD,71.23380488,71.84443902,71.24407317,71.92529268,71.69268293,71.84878049,72.49512195,72.44634146,72.29756098,72.7902439,72.94634146,73.43658537,73.03902439,73.24146341,73.59756098,73.69756098,73.89512195,73.8,74.4,74.44634146,74.99756098,75.1,74.90243902,75.4,75.45121951,75.40243902,75.4,75.95365854,76.64878049,76.60243902,74.39512195,74.53682927,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,76.53731707,76.98073171,77.18439024,77.15170732,77.6897561,77.73658537,78.1504878,78.14268293,78.32926829,78.28292683,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.75853659,82.95853659,83.2097561,83.16341463,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,69.782,70.189,70.656,71.165,71.385,71.99,72.191,72.415,72.97,73.184,73.466,73.808,73.869,74.14,74.329,74.396,74.48,74.461,74.612,74.681,76.269,76.608,77.061,77.246,77.446,77.687,77.916,77.924,77.966,78.002,74.757,72.541,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,60.066,60.259,60.116,59.934,60.116,59.878,60.398,60.603,61.09,61.679,62.102,62.421,62.626,62.843,63.052,62.466,63.731,63.852,64.036,64.14,64.436,64.648,64.782,65.15,65.284,65.697,65.88,66.297,66.482,66.756,66.269,66.098,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,69.06926829,NA,NA,NA,NA,71.84463415,NA,NA,NA,NA,70.49365854,NA,NA,NA,NA,69.12926829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,71.097,71.207,71.462,71.8,72.096,72.385,72.675,72.97,73.279,73.622,74.001,74.414,74.824,75.218,75.544,75.829,76.012,76.154,76.225,76.343,76.448,76.627,76.819,77.038,77.248,77.468,77.653,77.795,77.863,77.81,76.657,76.223,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,59.721,59.908,60.218,60.506,60.756,61.049,61.105,61.377,60.629,61.672,61.72,61.773,61.698,61.797,61.761,61.801,61.917,62.034,62.571,62.788,63.039,63.526,63.733,63.961,64.259,64.701,64.84,65.103,65.182,65.474,65.787,65.351,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,67.944,68.173,68.395,68.633,68.824,69.009,69.202,69.325,69.478,69.634,69.75,69.9,70.025,70.297,70.481,70.527,70.781,71.106,71.384,71.635,71.887,72.131,72.454,72.757,72.878,73.191,73.534,73.644,73.568,73.621,73.182,70.262,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,65.106,65.434,66.149,66.681,67.227,67.644,68.147,68.605,69.082,69.743,70.424,71.041,71.661,72.217,72.668,72.986,73.172,73.223,73.377,73.466,73.711,74.133,74.544,74.967,75.333,75.621,75.789,75.879,76.009,76.156,73.665,72.377,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,65.909,66.304,67.088,67.542,67.942,68.223,68.614,68.884,69.1,69.298,69.413,69.614,69.781,69.924,70.037,70.24,70.282,70.483,70.564,70.633,70.754,70.788,70.881,70.835,71.151,71.268,71.387,71.516,71.689,71.865,72.119,69.266,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,70.8902439,70.58780488,71.0902439,71.59512195,71.69512195,71.89268293,72.24634146,72.64634146,72.99756098,73.04390244,73.74878049,74.2,74.49756098,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.69512195,76.74634146,77,77.60243902,77.45121951,77.85121951,77.75365854,77.60243902,77.90487805,76.5,75.60243902,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,73.96585366,74.01463415,74.31219512,74.51219512,74.91463415,75.31219512,75.26097561,75.41219512,75.71219512,75.96341463,76.31463415,76.81463415,77.06585366,77.2195122,77.67073171,78.07073171,78.4195122,78.32195122,78.52439024,78.72682927,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.42439024,81.32439024,81.67560976,80.97560976,81.07317073,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,73.89,73.913,73.939,74.029,74.083,74.364,74.585,74.92,75.194,75.536,75.977,76.456,76.728,76.874,77.143,77.237,77.415,77.621,77.841,77.877,78.01,78.316,78.461,78.777,78.929,79.695,80.27,79.258,79.77,79.063,78.041,80.162,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,73.982,73.966,74.122,74.243,74.348,74.25,74.685,74.787,74.809,74.8,74.828,75.263,75.412,75.565,75.961,76.064,76.57,77.016,77.427,77.878,78.425,78.891,79.227,79.536,79.768,80.064,80.433,80.717,80.898,80.99,79.099,79.272,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROU,69.74121951,69.78439024,69.78439024,69.56341463,69.5097561,69.45609756,69.10487805,69.00487805,69.80731707,70.51219512,71.16341463,71.16097561,71.0097561,71.3097561,71.56097561,71.91219512,72.16341463,72.56585366,72.56585366,73.3097561,73.45853659,74.4097561,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.3097561,75.35853659,75.60731707,74.25365854,72.96097561,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,68.88609756,68.47439024,66.87317073,64.93585366,64.46707317,64.69073171,65.85414634,66.69878049,67.0297561,65.98219512,65.48365854,65.38341463,65.12878049,65.02756098,65.47097561,65.5297561,66.72756098,67.58682927,67.94926829,68.68463415,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049,69.36121951,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,48.431,46.519,44.319,42.166,14.098,39.969,40.698,40.64,41.681,44.616,47.129,49.021,51.032,53.368,55.491,57.316,58.714,59.965,61.134,61.958,62.54,63.261,64.009,64.426,64.94,65.298,65.737,65.941,66.251,66.437,66.774,66.072,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,67.658,67.881,68.385,68.701,68.98,69.298,69.588,69.875,70.171,70.456,70.746,71.019,71.276,71.496,71.696,71.754,72.021,72.1,72.155,70.066,72.249,72.26,72.167,72.391,72.463,72.515,72.54,72.59,72.636,72.157,72.768,72.767,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,61.471,61.429,61.284,61.138,61.069,61.056,61.097,61.181,61.187,61.393,61.655,62.032,62.6,63.166,63.731,63.709,64.398,64.724,65.079,65.116,65.249,64.902,65.746,66.328,66.845,67.249,67.492,68.267,68.355,68.523,67.785,67.591,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,68.948,69.366,69.925,70.303,70.705,71.011,71.273,71.483,71.879,72.136,72.467,72.974,73.337,73.628,74.153,74.588,74.81,75.046,75.274,75.431,75.763,76.234,76.461,76.626,76.757,76.918,77.064,77.16,77.212,77.304,76.239,76.936,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,56.948,57.139,57.112,56.996,56.955,56.839,56.672,56.591,56.418,56.609,56.943,57.564,58.231,59.122,60.027,60.915,61.75,62.543,63.242,63.923,64.615,65.262,65.457,66.072,66.452,66.879,67.497,67.75,68.097,68.526,68.006,67.093,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,70.22921951,70.61770732,70.80092683,70.96556098,71.25065854,71.6894878,71.4852439,71.58436585,71.18729268,69.71543902,71.58292683,72.23414634,72.28536585,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,75.53902439,75.8902439,75.93658537,74.47804878,72.73073171,NA
